Date,Location,Blood Type,Donations,Usage,Population,Event,Temperature,Supply,Donate,Use,Supplied
19/09/2023,Eldoret,B-,5,2,271168,Disaster,26.6,3,50000,20000,30000
19/09/2023,Eldoret,AB+,5,3,406643,Holiday,20.8,-1,50000,30000,10000
19/09/2023,Eldoret,AB-,8,3,244192,Holiday,34,4,80000,30000,40000
19/09/2023,Eldoret,O+,3,3,239935,Campaign,25.1,2,30000,30000,20000
19/09/2023,Eldoret,O-,9,3,169310,Campaign,18.4,7,90000,30000,70000
20/09/2023,Nairobi,A+,4,7,198010,,34.8,-6,40000,70000,60000
20/09/2023,Nairobi,A-,6,3,257933,Disaster,16.7,3,60000,30000,30000
20/09/2023,Nairobi,B+,9,5,476474,,28.8,6,90000,50000,60000
20/09/2023,Nairobi,B-,7,2,208856,,27.1,5,70000,20000,50000
20/09/2023,Nairobi,AB+,4,2,499192,Holiday,29.8,1,40000,20000,10000
20/09/2023,Nairobi,AB-,6,5,444511,Disaster,25.1,3,60000,50000,30000
20/09/2023,Nairobi,O+,3,4,236158,,15.7,-1,30000,40000,10000
20/09/2023,Nairobi,O-,5,2,317039,,18.3,5,50000,20000,50000
20/09/2023,Mombasa,A+,13,3,239283,Holiday,34.6,9,130000,30000,90000
20/09/2023,Mombasa,A-,7,3,276950,Campaign,23.8,5,70000,30000,50000
20/09/2023,Mombasa,B+,6,0,303971,Disaster,31.6,5,60000,0,50000
20/09/2023,Mombasa,B-,3,1,243622,Campaign,23.2,1,30000,10000,10000
20/09/2023,Mombasa,AB+,3,1,254888,Disaster,25,3,30000,10000,30000
20/09/2023,Mombasa,AB-,2,5,498719,Disaster,31.6,-2,20000,50000,20000
20/09/2023,Mombasa,O+,10,5,237277,Holiday,26.5,5,100000,50000,50000
20/09/2023,Mombasa,O-,6,2,479358,Campaign,17.9,5,60000,20000,50000
20/09/2023,Kisumu,A+,7,1,384438,Campaign,17,7,70000,10000,70000
20/09/2023,Kisumu,A-,6,1,229305,Holiday,17.1,6,60000,10000,60000
20/09/2023,Kisumu,B+,4,0,403939,,23.9,3,40000,0,30000
20/09/2023,Kisumu,B-,6,3,466262,Campaign,20.9,3,60000,30000,30000
20/09/2023,Kisumu,AB+,7,5,294315,,26.9,3,70000,50000,30000
20/09/2023,Kisumu,AB-,6,2,246999,Disaster,18.4,5,60000,20000,50000
20/09/2023,Kisumu,O+,3,0,409440,Disaster,21.1,0,30000,0,0
20/09/2023,Kisumu,O-,7,2,150010,Campaign,30.3,5,70000,20000,50000
20/09/2023,Nakuru,A+,5,2,106235,Disaster,28.9,2,50000,20000,20000
20/09/2023,Nakuru,A-,8,5,450190,Disaster,15,3,80000,50000,30000
20/09/2023,Nakuru,B+,5,5,264258,Holiday,17.3,-3,50000,50000,30000
20/09/2023,Nakuru,B-,8,4,106087,Holiday,22.6,2,80000,40000,20000
20/09/2023,Nakuru,AB+,4,3,236632,Holiday,15.3,1,40000,30000,10000
20/09/2023,Nakuru,AB-,5,5,174650,,32.3,-1,50000,50000,10000
20/09/2023,Nakuru,O+,3,1,277647,Holiday,17.4,1,30000,10000,10000
20/09/2023,Nakuru,O-,4,4,117843,,28.8,0,40000,40000,0
20/09/2023,Eldoret,A+,7,3,253440,,23.6,1,70000,30000,10000
20/09/2023,Eldoret,A-,7,2,394360,Holiday,17.3,7,70000,20000,70000
20/09/2023,Eldoret,B+,2,3,355837,,19.5,-2,20000,30000,20000
20/09/2023,Eldoret,B-,6,3,496333,Campaign,23.5,0,60000,30000,0
20/09/2023,Eldoret,AB+,5,5,132408,Disaster,24.5,0,50000,50000,0
20/09/2023,Eldoret,AB-,3,3,220703,Holiday,31.4,-2,30000,30000,20000
20/09/2023,Eldoret,O+,1,2,347337,,15.3,-1,10000,20000,10000
20/09/2023,Eldoret,O-,7,5,121592,Campaign,34.2,4,70000,50000,40000
21/09/2023,Nairobi,A+,8,2,493131,Campaign,20.9,7,80000,20000,70000
21/09/2023,Nairobi,A-,3,5,304368,,28.5,-5,30000,50000,50000
21/09/2023,Nairobi,B+,10,2,268709,Disaster,32.8,9,100000,20000,90000
21/09/2023,Nairobi,B-,7,3,316581,,21.2,2,70000,30000,20000
21/09/2023,Nairobi,AB+,5,2,324462,,27.2,4,50000,20000,40000
21/09/2023,Nairobi,AB-,5,3,471996,Campaign,28.9,4,50000,30000,40000
21/09/2023,Nairobi,O+,5,8,469671,Holiday,28,-3,50000,80000,30000
21/09/2023,Nairobi,O-,4,0,315929,,29.6,4,40000,0,40000
21/09/2023,Mombasa,A+,5,6,490597,,34.3,-1,50000,60000,10000
21/09/2023,Mombasa,A-,7,4,364142,Disaster,20.2,3,70000,40000,30000
21/09/2023,Mombasa,B+,6,1,128647,,18.4,5,60000,10000,50000
21/09/2023,Mombasa,B-,10,4,286330,Campaign,17.3,5,100000,40000,50000
21/09/2023,Mombasa,AB+,5,4,333788,Campaign,20.7,3,50000,40000,30000
21/09/2023,Mombasa,AB-,7,1,284977,Holiday,26,4,70000,10000,40000
21/09/2023,Mombasa,O+,2,5,349993,,24.4,-4,20000,50000,40000
21/09/2023,Mombasa,O-,1,1,358578,,24.2,0,10000,10000,0
21/09/2023,Kisumu,A+,2,3,126354,,31,-2,20000,30000,20000
21/09/2023,Kisumu,A-,3,3,301476,Campaign,27.3,1,30000,30000,10000
21/09/2023,Kisumu,B+,6,2,107595,,29.3,6,60000,20000,60000
21/09/2023,Kisumu,B-,5,6,362614,Disaster,22.8,-1,50000,60000,10000
21/09/2023,Kisumu,AB+,2,2,397380,Campaign,23.2,2,20000,20000,20000
21/09/2023,Kisumu,AB-,7,3,318252,Holiday,33.5,4,70000,30000,40000
21/09/2023,Kisumu,O+,6,4,100437,,20.8,2,60000,40000,20000
21/09/2023,Kisumu,O-,8,4,332143,Campaign,17.5,2,80000,40000,20000
21/09/2023,Nakuru,A+,5,2,131646,Holiday,31.6,4,50000,20000,40000
21/09/2023,Nakuru,A-,6,3,487938,,19.8,1,60000,30000,10000
21/09/2023,Nakuru,B+,2,3,281288,,27.4,-2,20000,30000,20000
21/09/2023,Nakuru,B-,9,3,235279,Campaign,26,4,90000,30000,40000
21/09/2023,Nakuru,AB+,4,2,125984,,18.4,-1,40000,20000,10000
21/09/2023,Nakuru,AB-,4,5,385136,Disaster,31.6,-1,40000,50000,10000
21/09/2023,Nakuru,O+,9,3,202114,,24.9,3,90000,30000,30000
21/09/2023,Nakuru,O-,2,1,312456,Disaster,33,2,20000,10000,20000
21/09/2023,Eldoret,A+,4,9,303879,Campaign,31.3,-4,40000,90000,40000
21/09/2023,Eldoret,A-,4,1,306509,Disaster,20.6,0,40000,10000,0
21/09/2023,Eldoret,B+,8,7,404997,Campaign,30.4,3,80000,70000,30000
21/09/2023,Eldoret,B-,14,2,348905,Campaign,16.5,13,140000,20000,130000
21/09/2023,Eldoret,AB+,5,3,418681,Holiday,29.7,4,50000,30000,40000
21/09/2023,Eldoret,AB-,6,3,471900,,30.5,4,60000,30000,40000
21/09/2023,Eldoret,O+,4,2,247621,Disaster,23.7,4,40000,20000,40000
21/09/2023,Eldoret,O-,7,1,275456,,23,3,70000,10000,30000
22/09/2023,Nairobi,A+,7,3,404465,,22.3,5,70000,30000,50000
22/09/2023,Nairobi,A-,3,1,264874,Campaign,21.3,2,30000,10000,20000
22/09/2023,Nairobi,B+,6,4,105835,Holiday,24.1,4,60000,40000,40000
22/09/2023,Nairobi,B-,2,3,426410,Holiday,18.4,-1,20000,30000,10000
22/09/2023,Nairobi,AB+,5,7,226946,,28.2,-1,50000,70000,10000
22/09/2023,Nairobi,AB-,4,5,271838,Disaster,19.1,-3,40000,50000,30000
22/09/2023,Nairobi,O+,5,0,381506,Disaster,21.8,3,50000,0,30000
22/09/2023,Nairobi,O-,6,4,312478,Holiday,33.2,0,60000,40000,0
22/09/2023,Mombasa,A+,5,5,190995,Holiday,19.8,-1,50000,50000,10000
22/09/2023,Mombasa,A-,6,5,486839,,16.5,2,60000,50000,20000
22/09/2023,Mombasa,B+,7,4,353638,Holiday,26,2,70000,40000,20000
22/09/2023,Mombasa,B-,4,3,479656,Disaster,29.7,-1,40000,30000,10000
22/09/2023,Mombasa,AB+,3,2,395440,,17.3,1,30000,20000,10000
22/09/2023,Mombasa,AB-,4,4,125397,,20.5,1,40000,40000,10000
22/09/2023,Mombasa,O+,6,2,101480,,25,3,60000,20000,30000
22/09/2023,Mombasa,O-,9,2,408636,Campaign,34.8,9,90000,20000,90000
22/09/2023,Kisumu,A+,4,2,103913,Holiday,23.1,4,40000,20000,40000
22/09/2023,Kisumu,A-,7,3,411640,Disaster,16.3,4,70000,30000,40000
22/09/2023,Kisumu,B+,9,6,357293,Disaster,20.5,0,90000,60000,0
22/09/2023,Kisumu,B-,8,6,431638,Disaster,33.1,4,80000,60000,40000
22/09/2023,Kisumu,AB+,5,2,336164,Campaign,30.6,5,50000,20000,50000
22/09/2023,Kisumu,AB-,8,4,359538,,25,1,80000,40000,10000
22/09/2023,Kisumu,O+,2,4,362818,Holiday,28.9,-3,20000,40000,30000
22/09/2023,Kisumu,O-,4,2,150683,,17.3,4,40000,20000,40000
22/09/2023,Nakuru,A+,8,6,431790,Disaster,25.7,4,80000,60000,40000
22/09/2023,Nakuru,A-,5,3,281267,Disaster,30.8,2,50000,30000,20000
22/09/2023,Nakuru,B+,2,2,448054,Campaign,24.2,-2,20000,20000,20000
22/09/2023,Nakuru,B-,5,2,317179,Holiday,26.3,5,50000,20000,50000
22/09/2023,Nakuru,AB+,6,2,457315,Holiday,18.9,1,60000,20000,10000
22/09/2023,Nakuru,AB-,6,3,306060,Disaster,20.2,3,60000,30000,30000
22/09/2023,Nakuru,O+,3,3,373676,Holiday,28.1,-1,30000,30000,10000
22/09/2023,Nakuru,O-,5,3,107065,Campaign,16.3,2,50000,30000,20000
22/09/2023,Eldoret,A+,10,3,279774,Holiday,28.3,7,100000,30000,70000
22/09/2023,Eldoret,A-,7,3,158522,Holiday,20.4,5,70000,30000,50000
22/09/2023,Eldoret,B+,1,5,373493,Campaign,27.7,-2,10000,50000,20000
22/09/2023,Eldoret,B-,5,1,340249,Campaign,26.7,6,50000,10000,60000
22/09/2023,Eldoret,AB+,3,3,173354,Campaign,25.9,2,30000,30000,20000
22/09/2023,Eldoret,AB-,7,5,187227,Holiday,34.3,-1,70000,50000,10000
22/09/2023,Eldoret,O+,12,5,435105,,17.8,7,120000,50000,70000
22/09/2023,Eldoret,O-,4,5,463833,Disaster,26.6,-3,40000,50000,30000
23/09/2023,Nairobi,A+,5,0,304768,Campaign,20.7,4,50000,0,40000
23/09/2023,Nairobi,A-,9,6,436433,Campaign,33.1,3,90000,60000,30000
23/09/2023,Nairobi,B+,2,4,448262,,16.9,0,20000,40000,0
23/09/2023,Nairobi,B-,7,3,178873,Holiday,27,1,70000,30000,10000
23/09/2023,Nairobi,AB+,2,2,331325,Holiday,27.5,-3,20000,20000,30000
23/09/2023,Nairobi,AB-,3,1,157600,Disaster,27.6,0,30000,10000,0
23/09/2023,Nairobi,O+,5,5,492618,Holiday,31.4,-2,50000,50000,20000
23/09/2023,Nairobi,O-,3,1,124017,,33.2,4,30000,10000,40000
23/09/2023,Mombasa,A+,3,4,232956,Holiday,23.7,-3,30000,40000,30000
23/09/2023,Mombasa,A-,10,0,149075,,18.2,7,100000,0,70000
23/09/2023,Mombasa,B+,3,3,145905,,20.6,1,30000,30000,10000
23/09/2023,Mombasa,B-,5,2,253561,,26.5,2,50000,20000,20000
23/09/2023,Mombasa,AB+,3,2,460016,Disaster,22.7,-2,30000,20000,20000
23/09/2023,Mombasa,AB-,2,4,422571,Holiday,26.7,0,20000,40000,0
23/09/2023,Mombasa,O+,6,5,214770,,27.5,0,60000,50000,0
23/09/2023,Mombasa,O-,6,3,482278,Disaster,32.3,1,60000,30000,10000
23/09/2023,Kisumu,A+,6,3,415814,,34.4,4,60000,30000,40000
23/09/2023,Kisumu,A-,6,1,482874,Campaign,20.5,2,60000,10000,20000
23/09/2023,Kisumu,B+,4,3,487836,,18.8,2,40000,30000,20000
23/09/2023,Kisumu,B-,2,1,166360,Campaign,22.2,0,20000,10000,0
23/09/2023,Kisumu,AB+,8,4,256613,,22.5,2,80000,40000,20000
23/09/2023,Kisumu,AB-,4,4,373312,Disaster,20.6,-1,40000,40000,10000
23/09/2023,Kisumu,O+,8,1,390284,Campaign,23.5,7,80000,10000,70000
23/09/2023,Kisumu,O-,6,7,121414,Holiday,27.9,-3,60000,70000,30000
23/09/2023,Nakuru,A+,2,4,201065,Holiday,25.6,-3,20000,40000,30000
23/09/2023,Nakuru,A-,2,0,373763,Holiday,19.9,3,20000,0,30000
23/09/2023,Nakuru,B+,1,1,230295,Disaster,24.2,2,10000,10000,20000
23/09/2023,Nakuru,B-,6,2,316136,Campaign,32.8,3,60000,20000,30000
23/09/2023,Nakuru,AB+,6,3,293033,,19.3,2,60000,30000,20000
23/09/2023,Nakuru,AB-,7,2,348649,Campaign,22.2,7,70000,20000,70000
23/09/2023,Nakuru,O+,3,4,446834,Holiday,24.3,1,30000,40000,10000
23/09/2023,Nakuru,O-,7,5,229190,Campaign,22.8,4,70000,50000,40000
23/09/2023,Eldoret,A+,6,1,242228,Campaign,33.8,4,60000,10000,40000
23/09/2023,Eldoret,A-,2,2,310052,,31.5,2,20000,20000,20000
23/09/2023,Eldoret,B+,7,3,330664,,19.6,2,70000,30000,20000
23/09/2023,Eldoret,B-,3,8,358242,Campaign,29.6,-5,30000,80000,50000
23/09/2023,Eldoret,AB+,3,3,426415,Holiday,22.9,-1,30000,30000,10000
23/09/2023,Eldoret,AB-,3,2,199733,Holiday,19.9,-2,30000,20000,20000
23/09/2023,Eldoret,O+,8,2,426246,Holiday,22.4,8,80000,20000,80000
23/09/2023,Eldoret,O-,4,3,120695,Holiday,21.7,0,40000,30000,0
24/09/2023,Nairobi,A+,5,4,385665,Holiday,21.6,0,50000,40000,0
24/09/2023,Nairobi,A-,5,3,305026,Disaster,30.5,4,50000,30000,40000
24/09/2023,Nairobi,B+,4,3,149627,,25.4,1,40000,30000,10000
24/09/2023,Nairobi,B-,8,1,110454,Holiday,32.5,9,80000,10000,90000
24/09/2023,Nairobi,AB+,6,2,154460,Disaster,28.3,6,60000,20000,60000
24/09/2023,Nairobi,AB-,4,1,274959,Holiday,31.7,3,40000,10000,30000
24/09/2023,Nairobi,O+,5,1,231364,,32.4,5,50000,10000,50000
24/09/2023,Nairobi,O-,4,1,328389,Disaster,34,5,40000,10000,50000
24/09/2023,Mombasa,A+,6,2,480733,Holiday,29.4,4,60000,20000,40000
24/09/2023,Mombasa,A-,4,7,475626,Campaign,19.1,-1,40000,70000,10000
24/09/2023,Mombasa,B+,6,2,118356,Holiday,19.8,1,60000,20000,10000
24/09/2023,Mombasa,B-,2,1,463176,Disaster,20.8,-1,20000,10000,10000
24/09/2023,Mombasa,AB+,3,3,440922,Disaster,28.3,-3,30000,30000,30000
24/09/2023,Mombasa,AB-,5,4,130189,Holiday,23.3,-2,50000,40000,20000
24/09/2023,Mombasa,O+,3,1,420825,Disaster,26.8,3,30000,10000,30000
24/09/2023,Mombasa,O-,4,3,192477,Disaster,21.1,1,40000,30000,10000
24/09/2023,Kisumu,A+,6,4,145507,,18.3,0,60000,40000,0
24/09/2023,Kisumu,A-,3,5,359301,Disaster,28.7,-2,30000,50000,20000
24/09/2023,Kisumu,B+,7,5,367373,,23,4,70000,50000,40000
24/09/2023,Kisumu,B-,8,1,284909,Disaster,24.2,9,80000,10000,90000
24/09/2023,Kisumu,AB+,7,1,112013,Holiday,18.4,3,70000,10000,30000
24/09/2023,Kisumu,AB-,4,4,201891,Disaster,15.1,-3,40000,40000,30000
24/09/2023,Kisumu,O+,4,3,287758,Holiday,16.3,-2,40000,30000,20000
24/09/2023,Kisumu,O-,2,1,161696,Holiday,32.9,2,20000,10000,20000
24/09/2023,Nakuru,A+,6,4,260852,,30.9,0,60000,40000,0
24/09/2023,Nakuru,A-,7,7,122446,Campaign,34.1,0,70000,70000,0
24/09/2023,Nakuru,B+,3,3,327356,Disaster,22,-3,30000,30000,30000
24/09/2023,Nakuru,B-,5,3,151825,Holiday,25.9,2,50000,30000,20000
24/09/2023,Nakuru,AB+,8,4,480306,Holiday,30.6,5,80000,40000,50000
24/09/2023,Nakuru,AB-,7,4,208706,Disaster,29,2,70000,40000,20000
24/09/2023,Nakuru,O+,7,1,318115,Disaster,17.9,7,70000,10000,70000
24/09/2023,Nakuru,O-,3,3,454731,Holiday,24.7,-2,30000,30000,20000
24/09/2023,Eldoret,A+,6,5,314008,Holiday,22.5,-1,60000,50000,10000
24/09/2023,Eldoret,A-,4,2,118707,Disaster,22.9,2,40000,20000,20000
24/09/2023,Eldoret,B+,7,2,422028,Holiday,20.2,7,70000,20000,70000
24/09/2023,Eldoret,B-,8,3,210872,,25.9,2,80000,30000,20000
24/09/2023,Eldoret,AB+,4,3,202477,Holiday,26.3,-2,40000,30000,20000
24/09/2023,Eldoret,AB-,5,4,221158,Holiday,18.7,-2,50000,40000,20000
24/09/2023,Eldoret,O+,5,0,360164,,23.8,5,50000,0,50000
24/09/2023,Eldoret,O-,5,6,466971,Holiday,32.7,1,50000,60000,10000
25/09/2023,Nairobi,A+,5,4,411393,Holiday,32.8,1,50000,40000,10000
25/09/2023,Nairobi,A-,7,7,429694,Campaign,27.6,0,70000,70000,0
25/09/2023,Nairobi,B+,8,3,449843,Disaster,32.8,2,80000,30000,20000
25/09/2023,Nairobi,B-,4,1,387104,Disaster,15,5,40000,10000,50000
25/09/2023,Nairobi,AB+,8,3,468383,,22,7,80000,30000,70000
25/09/2023,Nairobi,AB-,5,3,431042,Disaster,22.6,2,50000,30000,20000
25/09/2023,Nairobi,O+,5,1,355740,,30.9,6,50000,10000,60000
25/09/2023,Nairobi,O-,6,3,181958,Holiday,33.3,5,60000,30000,50000
25/09/2023,Mombasa,A+,3,2,454156,Campaign,19.7,-2,30000,20000,20000
25/09/2023,Mombasa,A-,6,3,174028,Holiday,23.2,0,60000,30000,0
25/09/2023,Mombasa,B+,5,3,168875,Campaign,32.4,4,50000,30000,40000
25/09/2023,Mombasa,B-,5,2,353079,,16.3,3,50000,20000,30000
25/09/2023,Mombasa,AB+,5,2,262313,,29.3,4,50000,20000,40000
25/09/2023,Mombasa,AB-,3,4,400793,,27.4,-1,30000,40000,10000
25/09/2023,Mombasa,O+,2,4,296993,,18.5,-4,20000,40000,40000
25/09/2023,Mombasa,O-,7,1,448643,,17.1,3,70000,10000,30000
25/09/2023,Kisumu,A+,7,3,422187,,28.1,3,70000,30000,30000
25/09/2023,Kisumu,A-,3,5,321611,,27.3,-1,30000,50000,10000
25/09/2023,Kisumu,B+,4,0,308353,,20.3,6,40000,0,60000
25/09/2023,Kisumu,B-,7,1,353163,Campaign,34.1,3,70000,10000,30000
25/09/2023,Kisumu,AB+,5,4,257652,Holiday,15.6,2,50000,40000,20000
25/09/2023,Kisumu,AB-,6,1,468407,Holiday,19.4,3,60000,10000,30000
25/09/2023,Kisumu,O+,4,2,195418,,19.8,4,40000,20000,40000
25/09/2023,Kisumu,O-,5,5,488795,Holiday,16.7,-3,50000,50000,30000
25/09/2023,Nakuru,A+,6,3,283056,Campaign,29.4,3,60000,30000,30000
25/09/2023,Nakuru,A-,7,3,238439,Holiday,19.1,2,70000,30000,20000
25/09/2023,Nakuru,B+,5,6,237015,Disaster,21,-3,50000,60000,30000
25/09/2023,Nakuru,B-,2,1,309380,Campaign,33.8,-1,20000,10000,10000
25/09/2023,Nakuru,AB+,6,1,412660,Campaign,34.4,7,60000,10000,70000
25/09/2023,Nakuru,AB-,5,4,409251,Disaster,20.9,2,50000,40000,20000
25/09/2023,Nakuru,O+,3,4,190938,Holiday,28.9,-1,30000,40000,10000
25/09/2023,Nakuru,O-,4,1,122941,Disaster,17.8,3,40000,10000,30000
25/09/2023,Eldoret,A+,2,5,414037,Disaster,20.3,-4,20000,50000,40000
25/09/2023,Eldoret,A-,5,5,193835,,17.6,-2,50000,50000,20000
25/09/2023,Eldoret,B+,3,3,186059,,23.7,-3,30000,30000,30000
25/09/2023,Eldoret,B-,3,4,276340,Disaster,23.7,1,30000,40000,10000
25/09/2023,Eldoret,AB+,4,3,455939,Disaster,22.6,3,40000,30000,30000
25/09/2023,Eldoret,AB-,3,4,384304,Holiday,21.5,-2,30000,40000,20000
25/09/2023,Eldoret,O+,9,4,499291,,18.1,3,90000,40000,30000
25/09/2023,Eldoret,O-,3,1,342197,Holiday,18.4,3,30000,10000,30000
26/09/2023,Nairobi,A+,10,6,452756,,25.2,1,100000,60000,10000
26/09/2023,Nairobi,A-,2,5,497294,Campaign,15.4,-1,20000,50000,10000
26/09/2023,Nairobi,B+,1,2,418322,Holiday,26.3,0,10000,20000,0
26/09/2023,Nairobi,B-,1,3,332914,Disaster,23.2,-5,10000,30000,50000
26/09/2023,Nairobi,AB+,4,4,488112,Holiday,17.7,-2,40000,40000,20000
26/09/2023,Nairobi,AB-,6,2,158349,,20.4,1,60000,20000,10000
26/09/2023,Nairobi,O+,4,3,248623,Holiday,21.7,1,40000,30000,10000
26/09/2023,Nairobi,O-,6,2,183498,Campaign,23.7,5,60000,20000,50000
26/09/2023,Mombasa,A+,4,3,406423,Holiday,15.2,1,40000,30000,10000
26/09/2023,Mombasa,A-,6,3,175139,Holiday,32.8,2,60000,30000,20000
26/09/2023,Mombasa,B+,4,5,412568,,21.2,-4,40000,50000,40000
26/09/2023,Mombasa,B-,5,2,128966,Holiday,27.4,3,50000,20000,30000
26/09/2023,Mombasa,AB+,4,2,349890,Disaster,24.8,3,40000,20000,30000
26/09/2023,Mombasa,AB-,3,3,356176,Disaster,32.6,2,30000,30000,20000
26/09/2023,Mombasa,O+,5,4,126609,Disaster,28.6,-2,50000,40000,20000
26/09/2023,Mombasa,O-,2,1,159974,,15.4,-2,20000,10000,20000
26/09/2023,Kisumu,A+,3,3,152403,Campaign,20.9,2,30000,30000,20000
26/09/2023,Kisumu,A-,1,0,338865,Campaign,21,-1,10000,0,10000
26/09/2023,Kisumu,B+,3,1,389540,,29,3,30000,10000,30000
26/09/2023,Kisumu,B-,4,3,412148,,29.7,-1,40000,30000,10000
26/09/2023,Kisumu,AB+,6,0,126111,Campaign,17.3,5,60000,0,50000
26/09/2023,Kisumu,AB-,6,1,343345,Disaster,31.1,2,60000,10000,20000
26/09/2023,Kisumu,O+,4,4,344826,Holiday,17.9,0,40000,40000,0
26/09/2023,Kisumu,O-,7,1,286130,Campaign,21.1,3,70000,10000,30000
26/09/2023,Nakuru,A+,3,3,173002,,18.7,2,30000,30000,20000
26/09/2023,Nakuru,A-,3,3,486859,Campaign,25,1,30000,30000,10000
26/09/2023,Nakuru,B+,6,4,388206,Campaign,16.1,2,60000,40000,20000
26/09/2023,Nakuru,B-,4,2,453355,Campaign,21.5,3,40000,20000,30000
26/09/2023,Nakuru,AB+,10,7,405275,,16.6,3,100000,70000,30000
26/09/2023,Nakuru,AB-,5,1,435871,Disaster,32.1,5,50000,10000,50000
26/09/2023,Nakuru,O+,4,3,341805,Campaign,27.4,2,40000,30000,20000
26/09/2023,Nakuru,O-,6,6,356415,Holiday,32,-1,60000,60000,10000
26/09/2023,Eldoret,A+,3,2,291236,Campaign,34.1,3,30000,20000,30000
26/09/2023,Eldoret,A-,3,4,471696,Holiday,20.7,-3,30000,40000,30000
26/09/2023,Eldoret,B+,4,1,310322,Campaign,25.8,3,40000,10000,30000
26/09/2023,Eldoret,B-,5,1,270030,Campaign,20.9,1,50000,10000,10000
26/09/2023,Eldoret,AB+,8,2,316761,Holiday,16,5,80000,20000,50000
26/09/2023,Eldoret,AB-,3,6,176625,Holiday,32.9,-3,30000,60000,30000
26/09/2023,Eldoret,O+,6,6,321527,Campaign,29.3,-3,60000,60000,30000
26/09/2023,Eldoret,O-,6,3,263957,Campaign,26.4,1,60000,30000,10000
27/09/2023,Nairobi,A+,2,3,251612,Holiday,20.3,-1,20000,30000,10000
27/09/2023,Nairobi,A-,0,1,459814,Campaign,25.2,-1,0,10000,10000
27/09/2023,Nairobi,B+,5,1,372405,Campaign,17.7,3,50000,10000,30000
27/09/2023,Nairobi,B-,5,0,208575,Disaster,18.3,5,50000,0,50000
27/09/2023,Nairobi,AB+,8,3,420468,,29.6,2,80000,30000,20000
27/09/2023,Nairobi,AB-,3,1,254135,,24.8,2,30000,10000,20000
27/09/2023,Nairobi,O+,2,2,256024,Holiday,25.6,2,20000,20000,20000
27/09/2023,Nairobi,O-,6,3,181086,,19.1,0,60000,30000,0
27/09/2023,Mombasa,A+,4,3,414103,,34.7,-2,40000,30000,20000
27/09/2023,Mombasa,A-,2,1,382006,Disaster,32.6,-1,20000,10000,10000
27/09/2023,Mombasa,B+,4,3,478073,,21,1,40000,30000,10000
27/09/2023,Mombasa,B-,5,4,124349,Disaster,24.8,2,50000,40000,20000
27/09/2023,Mombasa,AB+,9,4,150464,,28.8,6,90000,40000,60000
27/09/2023,Mombasa,AB-,2,1,278635,Campaign,25,0,20000,10000,0
27/09/2023,Mombasa,O+,4,4,264116,Campaign,29.2,1,40000,40000,10000
27/09/2023,Mombasa,O-,4,4,434011,,33.6,1,40000,40000,10000
27/09/2023,Kisumu,A+,4,2,237856,Disaster,33.8,4,40000,20000,40000
27/09/2023,Kisumu,A-,11,4,409693,,31.9,7,110000,40000,70000
27/09/2023,Kisumu,B+,8,2,119918,Campaign,23.3,4,80000,20000,40000
27/09/2023,Kisumu,B-,6,2,286806,,19.1,6,60000,20000,60000
27/09/2023,Kisumu,AB+,4,5,366548,Campaign,16.9,-2,40000,50000,20000
27/09/2023,Kisumu,AB-,5,2,334475,Holiday,30.4,1,50000,20000,10000
27/09/2023,Kisumu,O+,1,3,303960,Campaign,17.7,-3,10000,30000,30000
27/09/2023,Kisumu,O-,5,2,241056,Campaign,19.9,0,50000,20000,0
27/09/2023,Nakuru,A+,5,1,437533,Holiday,17.1,4,50000,10000,40000
27/09/2023,Nakuru,A-,2,1,294376,Campaign,24,-2,20000,10000,20000
27/09/2023,Nakuru,B+,5,3,108791,Disaster,20.4,3,50000,30000,30000
27/09/2023,Nakuru,B-,4,2,347443,,27.7,-1,40000,20000,10000
27/09/2023,Nakuru,AB+,8,3,452882,Holiday,17.1,7,80000,30000,70000
27/09/2023,Nakuru,AB-,11,1,471358,,22.7,10,110000,10000,100000
27/09/2023,Nakuru,O+,5,3,474176,Disaster,20.6,2,50000,30000,20000
27/09/2023,Nakuru,O-,3,2,286689,Disaster,23.2,-1,30000,20000,10000
27/09/2023,Eldoret,A+,5,0,397648,Disaster,18,6,50000,0,60000
27/09/2023,Eldoret,A-,1,5,390968,,28.6,-3,10000,50000,30000
27/09/2023,Eldoret,B+,5,1,296974,Disaster,16.7,3,50000,10000,30000
27/09/2023,Eldoret,B-,6,3,492568,Holiday,33.2,0,60000,30000,0
27/09/2023,Eldoret,AB+,6,4,115451,Campaign,24.9,3,60000,40000,30000
27/09/2023,Eldoret,AB-,3,3,336845,,31.4,-3,30000,30000,30000
27/09/2023,Eldoret,O+,10,3,498171,,15.5,6,100000,30000,60000
27/09/2023,Eldoret,O-,11,3,387006,Holiday,16.1,10,110000,30000,100000
28/09/2023,Nairobi,A+,6,2,209097,Holiday,21.6,2,60000,20000,20000
28/09/2023,Nairobi,A-,9,2,434475,Holiday,32.5,5,90000,20000,50000
28/09/2023,Nairobi,B+,5,3,429448,Holiday,22.3,1,50000,30000,10000
28/09/2023,Nairobi,B-,5,3,494786,Campaign,26,1,50000,30000,10000
28/09/2023,Nairobi,AB+,3,3,134688,,25.3,-2,30000,30000,20000
28/09/2023,Nairobi,AB-,3,4,297669,Campaign,18.7,-2,30000,40000,20000
